location,state,year,lat,long,Primary Funding Source ,fund_source,fund_type,length,volume,actual_cost,2013 CF$,cost_2013,$/CY,CY/Foot,Other Funding Info,Source/Comment
Brigantine,NJ,2011,39.405826,-74.362421,Federal,Federal,Emergency,"9,504.00","175,000.00","3,020,000.00",0.964,"3,132,780.08",,,,
Brigantine,NJ,2013,39.405826,-74.362421,Federal,Federal,Emergency,,"90,000.00","1,377,551.00",0.978,"1,408,538.85",https://www.fbo.gov/index?s=opportunity&mode=form&id=6678ffd5ec6005b07b4c3c71f36f0d3f&tab=core&_cview=1,,,
Brigantine,NJ,2013,39.405826,-74.362421,Federal,Federal,Emergency,"9,504.00","667,000.00","4,500,000.00",0.978,"4,601,226.99",,,,
Broadkill Beach,DE,2011,38.82794,-75.212574,State,State,Emergency,"5,300.00","30,000.00",0.00,0.964,0.00,,,,
Broward County: Hillsboro Beach,FL,1998,26.293954,-80.077651,Unknown,Unknown,Unknown,"6,120.00","555,000.00",0.00,0.685,0.00,,,,
Broward County: Hillsboro Beach,FL,2006,26.293954,-80.077651,State,State,Unknown,0.00,0.00,"4,515,000.00",0.847,"5,330,578.51",,,,
Broward County: Hillsboro Beach,FL,2011,26.293954,-80.077651,State,State,Unknown,"6,336.00","339,151.00",0.00,0.964,0.00,https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Broward County: Segment II/John U Lloyd State Park,FL,2006,26.071056,-80.110524,Federal,Federal,Shore Protection,"7,920.00","545,000.00","13,194,450.00",0.847,"15,577,863.05",http://www.broward.org/BeachRenourishment/Pages/ProjectCompleted.aspx,,,
Broward County: Segment II/Pompano Beach/Lauderdale by the Sea,FL,2014,26.215015,-80.090772,Federal,Federal,Shore Protection,"26,928.00","126,700.00","7,070,370.00",0.994,"7,113,048.29",http://www.saj.usace.army.mil/Media/NewsReleases/tabid/6071/Article/479978/corps-completes-broward-county-beach-renourishment.aspx,,,
Broward County: Segment III/Hollywood/Hallandale,FL,1991,25.997048,-80.116382,Federal,Federal,Shore Protection,"27,456.00","1,050,000.00","9,186,444.00",0.571,"16,088,343.26",,,,
Broward County: Segment III/Hollywood/Hallandale,FL,2006,25.997048,-80.116382,Federal,Federal,Shore Protection,"27,456.00","1,837,600.00","31,293,846.00",0.847,"36,946,689.49",http://www.broward.org/BeachRenourishment/Pages/ProjectCompleted.aspx,,,
"Cabrillo Beach, Los Angeles County",CA,1991,33.711168,-118.283443,Unknown,Unknown,Unknown,0.00,"220,000.00",0.00,0.571,0.00,,,,
Cameron Parish Shoreline Restoration (CS-0033),LA,2013,29.766258,-93.39128,State,State,Shore Protection,"45,936.00","1,932,470.00","40,495,241.00",0.978,"41,406,176.89",https://cims.coastal.louisiana.gov/DocLibrary/FileDownload.aspx?Root=0&id=12019,https://cims.coastal.louisiana.gov/outreach/ProjectView.aspx?projID=CS-0033,https://www.boem.gov/uploadedFiles/Cameron%20Parish%20-%20Final%20EA%20and%20FONSI.pdf,
Caminada Headland Beach and Dune Restoration (BA-45),LA,2014,29.107744,-90.181436,Private,Private,Ecosystem Restoration,"31,680.00","3,300,000.00","70,700,000.00",0.994,"71,126,760.56",http://cimsgeo.coastal.louisiana.gov/outreach/OPL_Full_page.html,,,
Caminada Headland Beach and Dune Restoration Phase 2 (BA-143),LA,2014,29.162958,-90.09695,Private,Private,Ecosystem Restoration,"36,960.00","5,400,000.00","145,700,000.00",0.994,"146,579,476.86",http://cimsgeo.coastal.louisiana.gov/outreach/OPL_Full_page.html,,,
Camp Ellis,ME,1992,43.466719,-70.381937,Federal,Federal,Navigation,0.00,"85,935.00","767,277.00",0.588,"1,304,892.86",,,,
Camp Ellis,ME,1996,43.466719,-70.381937,Federal,Federal,Navigation,0.00,"90,000.00","1,180,000.00",0.658,"1,793,313.07",,,,
Cape Lookout,NC,2006,34.624174,-76.523986,Federal,Federal,Shore Protection,"2,600.00","75,700.00","926,000.00",0.847,"1,093,270.37",http://www.carteretcountync.gov/DocumentCenter/View/2810,,,
Cape May,NJ,1992,38.929502,-74.924212,State,State,Unknown,0.00,"200,000.00","261,905.00",0.588,"445,416.67",,,,
Cape May,NJ,1992,38.929502,-74.924212,Federal,Federal,Emergency,0.00,"42,000.00","2,135,000.00",0.588,"3,630,952.38",,,,
Cape May Inlet to Lower Township,NJ,1991,38.941653,-74.883331,Federal,Federal,Shore Protection,"8,000.00","500,000.00","10,526,000.00",0.571,"18,434,325.74",http://www.nap.usace.army.mil/Portals/39/docs/History/ch03.pdf,,,
Cape May Inlet to Lower Township,NJ,1993,38.941653,-74.883331,Federal,Federal,Emergency,0.00,"300,000.00","2,200,000.00",0.606,"3,630,363.04",,,,
Cape May Inlet to Lower Township,NJ,1993,38.941653,-74.883331,Federal,Federal,Shore Protection,"4,800.00","415,000.00","2,400,000.00",0.606,"3,960,396.04",,,,
Cape May Inlet to Lower Township,NJ,1995,38.941653,-74.883331,Federal,Federal,Shore Protection,"4,800.00","330,000.00","2,400,000.00",0.641,"3,744,149.77",,,,
Cape May Inlet to Lower Township,NJ,1997,38.941653,-74.883331,Federal,Federal,Shore Protection,"14,000.00","366,000.00","2,400,000.00",0.676,"3,550,295.86",,,,
Cape May Inlet to Lower Township,NJ,1999,38.941653,-74.883331,Federal,Federal,Shore Protection,"14,000.00","400,000.00","2,435,000.00",0.699,"3,483,547.93",,,,
Cape May Inlet to Lower Township,NJ,2003,38.941653,-74.883331,Federal,Federal,Shore Protection,"14,000.00","267,000.00","2,435,000.00",0.775,"3,141,935.48",,,,
Cape May Inlet to Lower Township,NJ,2004,38.941653,-74.883331,Federal,Federal,Shore Protection,"14,000.00","290,000.00","2,364,000.00",0.793,"2,981,084.49",,,,
Cape May Inlet to Lower Township,NJ,2005,38.941653,-74.883331,Federal,Federal,Shore Protection,"12,000.00","800,673.00","3,995,500.00",0.820,"4,872,560.98",,,,
Cape May Inlet to Lower Township,NJ,2007,38.941653,-74.883331,Federal,Federal,Shore Protection,"4,500.00","230,000.00","4,125,000.00",0.871,"4,735,935.71",,,,
Cape May Inlet to Lower Township,NJ,2009,38.941653,-74.883331,Federal,Federal,Shore Protection,"4,400.00","425,000.00","3,375,000.00",0.901,"3,745,837.96",http://www.fws.gov/northeast/endangered/TEBO/PDFs/2008-F-0495.pdf,,,
Cape May Inlet to Lower Township,NJ,2011,38.941653,-74.883331,Federal,Federal,Shore Protection,0.00,"440,000.00","8,320,000.00",0.964,"8,630,705.39",,,,
Cape May Inlet to Lower Township,NJ,2012,38.941653,-74.883331,Federal,Federal,Shore Protection,"13,471.00","770,000.00","9,000,000.00",0.964,"9,336,099.59",,,,
Cape May Inlet to Lower Township,NJ,2014,38.941653,-74.883331,Federal,Federal,Emergency,"13,471.00","585,000.00","9,744,500.00",0.994,"9,803,319.92",https://www.fbo.gov/index?s=opportunity&mode=form&id=b2aecf787cf98fb3d20666738f6d5292&tab=core&_cview=1,,,
Cape May Point,NJ,2007,38.929502,-74.97207,Federal,Federal,Environmental Restoration,"13,000.00","126,000.00",0.00,0.871,0.00,,,,
"Capistrano Beach Park, Orange County",CA,1997,33.450815,-117.660527,Local,Local,Unknown,"1,000.00","35,500.00",0.00,0.676,0.00,,,,
Caplen Beach,TX,2003,29.65468,-95.008199,Federal,Federal,Shore Protection,"6,500.00","100,000.00","573,747.00",0.775,"740,318.71",,,,
Caplen Shores/Caplen Beach Subdivision,TX,1997,29.490002,-94.544156,Unknown,Unknown,Unknown,0.00,"188,000.00",0.00,0.676,0.00,,,,
Caplen Shores/Caplen Beach Subdivision,TX,1999,29.490002,-94.544156,Unknown,Unknown,Unknown,0.00,"175,000.00",0.00,0.699,0.00,,,,
Caplen Shores/Caplen Beach Subdivision,TX,2000,29.490002,-94.544156,Unknown,Unknown,Unknown,"3,000.00","138,400.00",0.00,0.725,0.00,,,,
Caplen Shores/Caplen Beach Subdivision,TX,2001,29.490002,-94.544156,Unknown,Unknown,Unknown,"3,000.00","126,000.00",0.00,0.746,0.00,,,,
Caplen Shores/Caplen Beach Subdivision,TX,2001,29.490002,-94.544156,Unknown,Unknown,Unknown,"5,730.00","70,000.00","756,000.00",0.746,"1,013,404.83",,,,
Caplen Shores/Caplen Beach Subdivision,TX,2002,29.490002,-94.544156,Unknown,Unknown,Unknown,"3,000.00","119,000.00",0.00,0.758,0.00,,,,
Cardiff,CA,2001,33.028395,-117.288709,Federal,Federal,Shore Protection,900.00,"101,000.00",0.00,0.746,0.00,http://www.sandag.org/uploads/publicationid/publicationid_920_2338.pdf,,,
"Carlsbad State Beach Park, San Diego County",CA,1991,33.14769,-117.345159,Unknown,Unknown,Unknown,0.00,"489,000.00",0.00,0.571,0.00,,,,
"Carlsbad State Beach Park, San Diego County",CA,1991,33.14769,-117.345159,Unknown,Unknown,Unknown,0.00,"115,395.00",0.00,0.571,0.00,,,,
"Carlsbad State Beach Park, San Diego County",CA,1992,33.14769,-117.345159,Unknown,Unknown,Unknown,0.00,"126,000.00",0.00,0.588,0.00,,,,
"Carlsbad State Beach Park, San Diego County",CA,1993,33.14769,-117.345159,Unknown,Unknown,Shore Protection,0.00,"115,000.00",0.00,0.606,0.00,,,,
"Carlsbad State Beach Park, San Diego County",CA,1994,33.14769,-117.345159,Unknown,Unknown,Unknown,0.00,"158,996.00",0.00,0.621,0.00,,,,
"Carlsbad State Beach Park, San Diego County",CA,1996,33.14769,-117.345159,Unknown,Unknown,Unknown,0.00,"443,130.00",0.00,0.658,0.00,,,,
"Carlsbad State Beach Park, San Diego County",CA,1997,33.14769,-117.345159,Unknown,Unknown,Unknown,0.00,"197,342.00",0.00,0.676,0.00,,,,
"Carlsbad State Beach Park, San Diego County",CA,1998,33.14769,-117.345159,Unknown,Unknown,Unknown,0.00,"273,581.00",0.00,0.685,0.00,,,,
"Carlsbad State Beach Park, San Diego County",CA,2001,33.14769,-117.345159,Federal,Federal,Shore Protection,"5,100.00","383,000.00",0.00,0.746,0.00,http://www.sandag.org/uploads/publicationid/publicationid_920_2338.pdf,,,
Carolina Beach,NC,1991,34.038772,-77.888904,Federal,Federal,Shore Protection,"11,600.00","1,008,736.00","2,450,286.00",0.571,"4,291,218.91",,,,
Carolina Beach,NC,1995,34.038772,-77.888904,Federal,Federal,Shore Protection,"11,600.00","1,157,742.00","3,185,642.00",0.641,"4,969,800.31",,,,
Carolina Beach,NC,2007,34.038772,-77.888904,Federal,Federal,Shore Protection,"5,280.00","532,250.00","3,000,000.00",0.871,"3,444,316.88",,,,
Carolina Beach,NC,2010,34.038772,-77.888904,Federal,Federal,Shore Protection,0.00,"690,000.00","4,278,185.00",0.916,"4,670,507.64",,,,
Carolina Beach,NC,2013,34.038772,-77.888904,Federal,Federal,Shore Protection,"14,256.00","900,000.00","5,291,166.00",0.978,"5,410,190.18",,,,
Carolina Beach,NC,2016,34.038772,-77.888904,Federal,Federal,Shore Protection,"3,328.00","890,000.00","5,000,000.00",1.000,"5,000,000.00",http://www.starnewsonline.com/article/20160317/NEWS/160319669/1015/news0101?p=all&tc=pgall&tc=ar,,,
Carolina Beach    ,NC,1998,34.038772,-77.888904,Federal,Federal,Shore Protection,0.00,"575,000.00","2,020,650.00",0.685,"2,949,854.01",,,,
Carolina Beach    ,NC,2001,34.038772,-77.888904,Federal,Federal,Shore Protection,0.00,"1,204,646.00","2,964,355.00",0.746,"3,973,666.22",,,,
Carolina Beach    ,NC,2004,34.038772,-77.888904,Federal,Federal,Shore Protection,0.00,"680,000.00","2,909,500.00",0.793,"3,668,978.56",,,,
Caswell Beach,NC,2001,33.896008,-78.051102,Federal,Federal,Navigation,"2,000.00","133,200.00",0.00,0.746,0.00,http://www.fws.gov/nc-es/pubs/fwca/wilmington/App_D_sand.pdf,,,
Caswell Beach,NC,2009,33.896008,-78.051102,Federal,Federal,Navigation,0.00,"1,090,000.00","13,400,000.00",0.901,"14,872,364.04",http://www.fws.gov/nc-es/pubs/fwca/wilmington/App_D_sand.pdf,,,
Chandeleur Islands,LA,2011,29.952555,-88.821087,Private,Private,Ecosystem Restoration,"39,370.00","5,231,802.00","220,000,000.00",0.964,"228,215,767.63",http://www.huffingtonpost.com/susan-buchanan/louisiana-turns-sand-berm_b_3376220.html,,,
Charlotte County: Knight Island,FL,1995,26.885206,-82.335438,State,State,Unknown,"3,168.00","255,451.00",0.00,0.641,0.00,,,,
Charlotte County: Knight Island,FL,2006,26.885206,-82.335438,State,State,Unknown,0.00,0.00,"1,459,300.00",0.847,"1,722,904.37",,,,
City of Bay St. Louis,MS,1996,30.302983,-89.330714,Unknown,Unknown,Unknown,"3,696.00",0.00,0.00,0.658,0.00,,,,
City of Bay St. Louis,MS,2012,30.302983,-89.330714,Unknown,Unknown,Unknown,"5,500.00","100,000.00",0.00,0.964,0.00,,,,
City of Jamaica Beach,TX,2005,29.181391,-94.972343,State,State,Shore Protection,0.00,0.00,"1,000,000.00",0.820,"1,219,512.20",,,,
City of San Fransisco,CA,1999,37.759375,-122.510806,State,State,Unknown,0.00,"10,000.00","500,000.00",0.699,"715,307.58",,,,
City of San Fransisco,CA,2000,37.759375,-122.510806,State,State,Unknown,0.00,"7,000.00","450,000.00",0.725,"620,689.66",,,,
Collier County: Barefoot Beach,FL,1991,26.328326,-81.845065,Federal,Federal,Navigation,0.00,0.00,0.00,0.571,0.00,,,,
Collier County: Marco Island,FL,1991,25.935122,-81.733904,Local,Local,Shore Protection,"6,000.00","575,000.00",0.00,0.571,0.00,http://www.colliergov.net/home/showdocument%3Fid%3D40705&sa=U&ved=0ahUKEwjQtY683r7MAhWCbSYKHbKXC-AQFggFMAA&client=internal-uds-cse&usg=AFQjCNFWE6H5xGBXNhT0kj5ws5MzJTwjRQ,,,
Collier County: Marco Island,FL,1997,25.935122,-81.733904,State,State,Shore Protection,"4,000.00","80,000.00",0.00,0.641,0.00,http://www.colliergov.net/home/showdocument%3Fid%3D40705&sa=U&ved=0ahUKEwjQtY683r7MAhWCbSYKHbKXC-AQFggFMAA&client=internal-uds-cse&usg=AFQjCNFWE6H5xGBXNhT0kj5ws5MzJTwjRQ,,,
Collier County: Marco Island,FL,2007,25.935122,-81.733904,State,State,Navigation,"4,000.00","176,000.00",0.00,0.871,0.00,http://www.colliergov.net/home/showdocument%3Fid%3D40705&sa=U&ved=0ahUKEwjQtY683r7MAhWCbSYKHbKXC-AQFggFMAA&client=internal-uds-cse&usg=AFQjCNFWE6H5xGBXNhT0kj5ws5MzJTwjRQ,,,
Collier County: Marco Island,FL,2010,25.935122,-81.733904,State,State,Navigation,"2,500.00","122,000.00",0.00,0.916,0.00,http://www.colliergov.net/home/showdocument%3Fid%3D40705&sa=U&ved=0ahUKEwjQtY683r7MAhWCbSYKHbKXC-AQFggFMAA&client=internal-uds-cse&usg=AFQjCNFWE6H5xGBXNhT0kj5ws5MzJTwjRQ,,,
Collier County: Marco Island,FL,2012,25.935122,-81.733904,State,State,Navigation,"1,000.00","9,300.00",0.00,0.964,0.00,http://www.colliergov.net/home/showdocument%3Fid%3D40705&sa=U&ved=0ahUKEwjQtY683r7MAhWCbSYKHbKXC-AQFggFMAA&client=internal-uds-cse&usg=AFQjCNFWE6H5xGBXNhT0kj5ws5MzJTwjRQ,,,
Collier County: Marco Island,FL,2013,25.935122,-81.733904,State,State,Navigation,"2,300.00","77,800.00",0.00,0.978,0.00,http://www.colliergov.net/home/showdocument%3Fid%3D58568&sa=U&ved=0ahUKEwjQtY683r7MAhWCbSYKHbKXC-AQFggfMAk&client=internal-uds-cse&usg=AFQjCNHXpt3XTgbDecuAMAvTPB4ydbiBZg,,,
Collier County: Marco Island,FL,2005,25.959862,-81.749558,,#N/A,Navigation,"2,800.00","136,350.00",0.00,0.820,0.00,http://www.colliergov.net/modules/showdocument.aspx%3Fdocumentid%3D46794&sa=U&ved=0ahUKEwis7Ozf4b7MAhUDLSYKHTdXClo4ChAWCBAwBA&client=internal-uds-cse&usg=AFQjCNGPj7PXUYYmjFwKmbXCkFXSnfiepA,,,
Collier County: Marco Island,FL,2001,25.971939,-81.738078,State,State,Navigation,"1,200.00","24,100.00",0.00,0.746,0.00,http://www.colliergov.net/modules/showdocument.aspx%3Fdocumentid%3D46794&sa=U&ved=0ahUKEwis7Ozf4b7MAhUDLSYKHTdXClo4ChAWCBAwBA&client=internal-uds-cse&usg=AFQjCNGPj7PXUYYmjFwKmbXCkFXSnfiepA,,,
Collier County: Marco Island,FL,2005,25.971939,-81.738078,,#N/A,Navigation,"3,000.00","180,420.00",0.00,0.820,0.00,http://www.colliergov.net/modules/showdocument.aspx%3Fdocumentid%3D46794&sa=U&ved=0ahUKEwis7Ozf4b7MAhUDLSYKHTdXClo4ChAWCBAwBA&client=internal-uds-cse&usg=AFQjCNGPj7PXUYYmjFwKmbXCkFXSnfiepA,,,
Collier County: Naples,FL,1998,26.123898,-81.805481,State,State,Emergency,,"15,516.00",0.00,0.685,0.00,https://www.colliergov.net/Home/ShowDocument%3Fid%3D21163&sa=U&ved=0ahUKEwis6pWU1b7MAhVG1B4KHYn-ADIQFggLMAI&client=internal-uds-cse&usg=AFQjCNGaPIcdie7nO3ZKEXrBsQ7TbW96kw,,,
Collier County: Naples,FL,2006,26.123898,-81.805481,Federal,Federal,Navigation,0.00,"53,630.00",0.00,0.847,0.00,https://www.colliergov.net/Home/ShowDocument%3Fid%3D21163&sa=U&ved=0ahUKEwis6pWU1b7MAhVG1B4KHYn-ADIQFggLMAI&client=internal-uds-cse&usg=AFQjCNGaPIcdie7nO3ZKEXrBsQ7TbW96kw,,,
Collier County: Naples,FL,2014,26.123898,-81.805481,Federal,Federal,Navigation,"18,000.00","52,500.00","2,700,000.00",0.994,"2,716,297.79",http://www.colliergov.net/your-government/divisions-a-e/coastal-zone-management/2014-naples-beach-renourishment,,,
Collier County: Naples/Park Shore,FL,2000,26.203464,-81.816452,Federal,Federal,Navigation,,"42,420.00",0.00,0.725,0.00,https://www.colliergov.net/Home/ShowDocument%3Fid%3D21163&sa=U&ved=0ahUKEwis6pWU1b7MAhVG1B4KHYn-ADIQFggLMAI&client=internal-uds-cse&usg=AFQjCNGaPIcdie7nO3ZKEXrBsQ7TbW96kw,,,
Collier County: Naples/Park Shore,FL,2001,26.203464,-81.816452,Federal,Federal,Navigation,,"64,000.00",0.00,0.746,0.00,https://www.colliergov.net/Home/ShowDocument%3Fid%3D21163&sa=U&ved=0ahUKEwis6pWU1b7MAhVG1B4KHYn-ADIQFggLMAI&client=internal-uds-cse&usg=AFQjCNGaPIcdie7nO3ZKEXrBsQ7TbW96kw,,,
Collier County: Naples/Park Shore,FL,2007,26.203464,-81.816452,Federal,Federal,Navigation,,"20,000.00",0.00,0.871,0.00,,,,
Collier County: Naples/Park Shore,FL,2013,26.203464,-81.816452,Federal,Federal,FEMA Emergency,0.00,"155,000.00","5,897,771.27",0.978,"6,030,440.97",http://www.colliergov.net/modules/showdocument.aspx?documentid=50038,,,
Collier County: Vanderbilt Beach,FL,1995,26.253845,-81.823515,Federal,Federal,Navigation,0.00,"42,000.00","112,136.00",0.641,"174,939.16",,,,
Collier County: Vanderbilt Beach,FL,1996,26.253845,-81.823515,Federal,Federal,Navigation,,"58,000.00",0.00,0.658,0.00,https://www.colliergov.net/Home/ShowDocument%3Fid%3D21163&sa=U&ved=0ahUKEwis6pWU1b7MAhVG1B4KHYn-ADIQFggLMAI&client=internal-uds-cse&usg=AFQjCNGaPIcdie7nO3ZKEXrBsQ7TbW96kw,,,
Collier County: Vanderbilt Beach,FL,2007,26.253845,-81.823515,Federal,Federal,Navigation,,"97,400.00",0.00,0.871,0.00,https://www.colliergov.net/Home/ShowDocument%3Fid%3D21163&sa=U&ved=0ahUKEwis6pWU1b7MAhVG1B4KHYn-ADIQFggLMAI&client=internal-uds-cse&usg=AFQjCNGaPIcdie7nO3ZKEXrBsQ7TbW96kw,,,
Collier County: Vanderbilt Beach/Pelican Bay,FL,2013,26.253845,-81.823515,Federal,Federal,FEMA Emergency,0.00,"95,000.00","3,532,179.90",0.978,"3,611,635.89",http://www.colliergov.net/modules/showdocument.aspx?documentid=50038,,,
Collier County: Vanderbilt/Park Shore/Naples,FL,1996,26.203464,-81.816452,Federal,Federal,Shore Protection,"29,692.00","1,172,650.00","10,000,000.00",0.658,"15,197,568.39",https://www.colliergov.net/Home/ShowDocument%3Fid%3D21163&sa=U&ved=0ahUKEwis6pWU1b7MAhVG1B4KHYn-ADIQFggLMAI&client=internal-uds-cse&usg=AFQjCNGaPIcdie7nO3ZKEXrBsQ7TbW96kw,,,
Collier County: Vanderbilt/Park Shore/Naples,FL,1997,26.203464,-81.816452,Federal,Federal,Navigation,,"26,642.00",0.00,0.641,0.00,https://www.colliergov.net/Home/ShowDocument%3Fid%3D21163&sa=U&ved=0ahUKEwis6pWU1b7MAhVG1B4KHYn-ADIQFggLMAI&client=internal-uds-cse&usg=AFQjCNGaPIcdie7nO3ZKEXrBsQ7TbW96kw,,,
Collier County: Vanderbilt/Park Shore/Naples,FL,1998,26.203464,-81.816452,Federal,Federal,Navigation,,"26,642.00",0.00,0.685,0.00,https://www.colliergov.net/Home/ShowDocument%3Fid%3D21163&sa=U&ved=0ahUKEwis6pWU1b7MAhVG1B4KHYn-ADIQFggLMAI&client=internal-uds-cse&usg=AFQjCNGaPIcdie7nO3ZKEXrBsQ7TbW96kw,,,
Collier County: Vanderbilt/Park Shore/Naples,FL,1999,26.203464,-81.816452,Federal,Federal,Navigation,,"26,642.00",0.00,0.699,0.00,https://www.colliergov.net/Home/ShowDocument%3Fid%3D21163&sa=U&ved=0ahUKEwis6pWU1b7MAhVG1B4KHYn-ADIQFggLMAI&client=internal-uds-cse&usg=AFQjCNGaPIcdie7nO3ZKEXrBsQ7TbW96kw,,,
Collier County: Vanderbilt/Park Shore/Naples,FL,2002,26.203464,-81.816452,Federal,Federal,Emergency,"29,692.00","76,262.00",0.00,0.658,0.00,https://www.colliergov.net/Home/ShowDocument%3Fid%3D21163&sa=U&ved=0ahUKEwis6pWU1b7MAhVG1B4KHYn-ADIQFggLMAI&client=internal-uds-cse&usg=AFQjCNGaPIcdie7nO3ZKEXrBsQ7TbW96kw,,,
Collier County: Vanderbilt/Park Shore/Naples,FL,2002,26.203464,-81.816452,Federal,Federal,Navigation,,"26,642.00",0.00,0.658,0.00,https://www.colliergov.net/Home/ShowDocument%3Fid%3D21163&sa=U&ved=0ahUKEwis6pWU1b7MAhVG1B4KHYn-ADIQFggLMAI&client=internal-uds-cse&usg=AFQjCNGaPIcdie7nO3ZKEXrBsQ7TbW96kw,,,
