location,state,year,lat,long,Primary Funding Source ,fund_source,fund_type,length,volume,actual_cost,2016 CF$,cost_2016,$/CY,CY/Foot,Other Funding Info,Source/Comment
North Myrtle Beach,SC,1990,33.814998,-78.679404,Federal,Federal,Shore Protection,"42,360","377,200","1,950,000",0.571,"3,415,061",,,,
North Myrtle Beach,SC,1997,33.814998,-78.679404,Federal,Federal,Shore Protection,"45,400","2,622,904","20,154,213",0.676,"29,813,925",Shore and Beach Fall 2012,,,
North Myrtle Beach,SC,2008,33.814998,-78.679404,Federal,Federal,Shore Protection,"45,400","902,725","9,554,008",0.904,"10,568,593",Shore and Beach Fall 2012,,,
North Padre Island,TX,2004,26.844711,-97.359703,Federal,Federal,Shore Protection,"5,280","544,800",0,0.793,0,,,,
North Shores,DE,1998,38.736176,-75.079279,State,State,Unknown,"2,265","188,100","721,630",0.685,"1,053,474",,,,
North Topsail Beach,NC,1997,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","89,000","532,670",0.676,"787,973",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,1998,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","89,000","532,670",0.685,"777,620",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,1999,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","89,000","532,670",0.699,"762,046",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2000,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","89,000","532,670",0.725,"734,717",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2001,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","89,000","532,670",0.746,"714,035",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2002,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","154,000","532,670",0.758,"702,731",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2003,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","89,000","532,670",0.775,"687,316",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2004,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","89,000","532,670",0.793,"671,715",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2005,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","89,000","532,670",0.820,"649,598",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2006,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","100,000","1,293,103",0.847,"1,526,686",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2007,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","89,000","532,670",0.871,"611,561",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2008,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","89,000","532,670",0.904,"589,237",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2009,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","89,000","532,670",0.901,"591,199",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2010,34.524308,-77.347054,Federal,Federal,Navigation,"10,000","89,000","532,670",0.916,"581,517",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2013,34.524308,-77.347054,Federal,Federal,Navigation,"10,560","165,000","532,670",0.978,"544,652",http://www.saw.usace.army.mil/Portals/59/docs/regulatory/publicnotices/2015/SAW-2014-02012-PN.pdf,,,
North Topsail Beach,NC,2013,34.524308,-77.347054,Local,Local,Shore Protection,"7,735","566,000","5,711,260",0.978,"5,839,734",http://www.ntbnc.org/Pages/ShorelineProtection.aspx,,,
North Topsail Beach,NC,2015,34.524308,-77.347054,Local,Local,Shore Protection,"18,480","1,250,000","16,815,000",0.995,"16,899,497",http://www.ntbnc.org/Documents/HOME%202015%2007%2001%20Medial%20Release%20Phase%205%20Beach%20Restoration.pdf,,,
North Topsail Beach,NC,2016,34.524308,-77.347054,State,State,Navigation,"5,280","130,000","2,450,000",1.000,"2,450,000",http://www.ntbnc.org/Pages/CurrentProject.aspx,,,
North Wildwood,NJ,2009,38.993906,-74.794164,State,State,Unknown,"10,400","1,186,400","10,640,526",0.901,"11,809,685",http://intraweb.stockton.edu/eyos/coastal/content/docs/municipal_reports/NWWFinal2013.pdf,,,
North Wildwood,NJ,2010,38.993906,-74.794164,Federal,Federal,FEMA Emergency,"4,200","406,000",0,0.916,0,,-11th to Poplar Ave.,,
North Wildwood,NJ,2012,38.993906,-74.794164,Federal,Federal,FEMA Emergency,"1,200","96,000",0,0.964,0,http://intraweb.stockton.edu/eyos/coastal/content/docs/municipal_reports/NWWFinal2013.pdf,-2nd to 7th Ave,,
North Wildwood,NJ,2013,38.993906,-74.794164,Federal,Federal,FEMA Emergency,"6,400","150,530",0,0.978,0,http://intraweb.stockton.edu/eyos/coastal/content/docs/municipal_reports/NWWFinal2013.pdf,,,
North Wildwood,NJ,2013,38.993906,-74.794164,Federal,Federal,Emergency,"1,100","83,022","12,600,000",0.978,"12,883,436",,2nd-6th Ave,,
Oak Island,NC,1993,33.908570,-78.110991,Federal,Federal,Navigation,"1,601","160,091","1,389,987",0.606,"2,293,708",,,,
Oak Island,NC,2001,33.908570,-78.110991,Federal,Federal,Navigation,"25,600","1,048,600","11,763,000",0.746,"15,768,097",http://www.fws.gov/nc-es/pubs/fwca/wilmington/App_D_sand.pdf,,,
Oak Island,NC,2001,33.908570,-78.110991,Federal,Federal,Ecosystem Restoration,"12,100","1,340,000","12,572,000",0.746,"16,852,547",,,,
Oak Island,NC,2015,33.908570,-78.110991,Local,Local,Navigation,"3,000","226,575","4,127,779",0.995,"4,148,522",,,,
Oakwood Beach,NJ,2014,39.556105,-75.518577,Federal,Federal,Emergency,"9,500","354,000","12,600,000",0.994,"12,676,056",http://www.nap.usace.army.mil/Missions/Factsheets/FactSheetArticleView/tabid/4694/Article/490779/delaware-bay-coastline-de-nj-oakwood-beach-nj.aspx,,,
Ocean City MD,MD,1991,38.38392,-75.06237,Federal,Federal,Shore Protection,"43,824","3,800,000","48,000,000",0.571,"84,063,047",http://www.iwr.usace.army.mil/Portals/70/docs/iwrreports/96-PS-1.pdf,,,
Ocean City MD,MD,1992,38.38392,-75.06237,Federal,Federal,Emergency,0,"1,221,388","10,800,000",0.588,"18,367,347",http://www.iwr.usace.army.mil/Portals/70/docs/iwrreports/96-PS-1.pdf,,,
Ocean City MD,MD,1994,38.38392,-75.06237,Federal,Federal,Emergency,0,"223,515","960,000",0.606,"1,584,158",http://www.iwr.usace.army.mil/Portals/70/docs/iwrreports/96-PS-1.pdf,,,
Ocean City MD,MD,2002,38.38392,-75.06237,Federal,Federal,Shore Protection,0,"700,000","4,559,666",0.758,"6,015,391",http://www.iwr.usace.army.mil/Portals/70/docs/iwrreports/96-PS-1.pdf,,,
Ocean City MD,MD,2011,38.38392,-75.06237,Federal,Federal,Shore Protection,"43,824","800,000","7,970,500",0.964,"8,268,154",http://www.iwr.usace.army.mil/Portals/70/docs/iwrreports/96-PS-1.pdf,,,
Ocean City MD,MD,2014,38.38392,-75.06237,Federal,Federal,Emergency,"43,824","850,000","14,295,950",0.994,"14,382,243",http://www.iwr.usace.army.mil/Portals/70/docs/iwrreports/96-PS-1.pdf,,,
Ocean City NJ,NJ,1990,39.264158,-74.589958,Unknown,Unknown,Unknown,0,"40,000",0,0.571,0,,,,
Ocean City NJ,NJ,1991,39.264158,-74.589958,Federal,Federal,Navigation,0,"100,000",0,0.571,0,,,,
Ocean City NJ,NJ,1993,39.264158,-74.608501,Federal,Federal,Emergency,"22,000","846,000","3,217,825",0.606,"5,309,942",,,,
Ocean City NJ,NJ,1993,39.264158,-74.589958,Federal,Federal,Shore Protection,"11,800","2,727,000","14,571,909",0.606,"24,046,054",,,,
Ocean City NJ,NJ,1994,39.264158,-74.574903,Federal,Federal,Shore Protection,"6,336","606,000","5,749,776",0.621,"9,258,899",,,,
Ocean City NJ,NJ,1995,39.264158,-74.589958,Federal,Federal,Shore Protection,"24,816","1,411,000","5,749,776",0.641,"8,970,009",,,,
Ocean City NJ,NJ,1995,39.264158,-74.589958,Federal,Federal,Shore Protection,"10,560","360,000","6,943,000",0.641,"10,831,513",,,,
Ocean City NJ,NJ,1997,39.264158,-74.578216,Federal,Federal,Shore Protection,"7,000","800,000","12,900,000",0.676,"19,082,840",,,,
Ocean City NJ,NJ,2000,39.264158,-74.57971,Federal,Federal,Shore Protection,"12,500","1,351,000","8,314,000",0.725,"11,467,586",,,,
Ocean City NJ,NJ,2004,39.264158,-74.589958,State,State,Shore Protection,"1,000","62,000",0,0.793,0,,,,
Ocean City NJ,NJ,2004,39.264158,-74.589958,Federal,Federal,Shore Protection,"9,500","1,600,000","8,314,000",0.793,"10,484,237",,,,
Ocean City NJ,NJ,2008,39.264158,-74.589958,State,State,Shore Protection,"11,000","900,825","13,824,000",0.904,"15,292,035",,,,
Ocean City NJ,NJ,2010,39.264158,-74.589958,Federal,Federal,Shore Protection,"9,500","1,400,000","13,824,000",0.916,"15,091,703",,,,
Ocean City NJ,NJ,2013,39.264158,-74.589958,Local,Local,Shore Protection,"4,487","90,000","1,100,000",0.978,"1,124,744",http://oceancity.patch.com/groups/summer/p/ocean-city-beach-project-is-complete#photo-14611245,,,
Ocean City NJ,NJ,2013,39.264158,-74.589958,Federal,Federal,Emergency,0,"746,200","5,467,700",0.978,"5,590,695",https://www.fbo.gov/index?s=opportunity&mode=form&id=6678ffd5ec6005b07b4c3c71f36f0d3f&tab=core&_cview=1,,,
Ocean City NJ,NJ,2013,39.264158,-74.589958,Federal,Federal,Shore Protection,"12,144","1,000,000","11,993,000",0.978,"12,262,781",http://oceancity.patch.com/groups/summer/p/ocean-city-beach-project-is-complete#photo-14611245,,,
Ocean Isle Beach,NC,2001,33.890044,-78.422899,Federal,Federal,Shore Protection,"17,160","1,952,600","8,185,714",0.746,"10,972,807",,,,
Ocean Isle Beach,NC,2006,33.890044,-78.422899,Federal,Federal,Shore Protection,"6,200","449,400","2,100,000",0.847,"2,479,339",http://www.oibgov.com/ckfinder/userfiles/files/OIB%2030%20Year%20Beach%20Mgt%20Plan%20adopted%20April%2014%202015%281%29.pdf,,,
Ocean Isle Beach,NC,2007,33.890044,-78.422899,Local,Local,Shore Protection,"2,700","155,000","720,000",0.871,"826,636",http://www.oibgov.com/ckfinder/userfiles/files/OIB%2030%20Year%20Beach%20Mgt%20Plan%20adopted%20April%2014%202015%281%29.pdf,,,
Ocean Isle Beach,NC,2010,33.890044,-78.422899,Federal,Federal,Shore Protection,"11,000","509,200","5,012,525",0.916,"5,472,189",http://www.oibgov.com/ckfinder/userfiles/files/OIB%2030%20Year%20Beach%20Mgt%20Plan%20adopted%20April%2014%202015%281%29.pdf,,,
Ocean Isle Beach,NC,2006,33.897454,-78.393888,Federal,Federal,Navigation,800,"48,000","500,000",0.847,"590,319",http://www.oibgov.com/ckfinder/userfiles/files/OIB%2030%20Year%20Beach%20Mgt%20Plan%20adopted%20April%2014%202015%281%29.pdf,,,
Ocean Isle Beach,NC,2014,33.897454,-78.393888,Federal,Federal,Navigation,"1,200","160,000","500,000",0.994,"503,018",,,,
Ocean Isle Beach,NC,2014,33.897454,-78.393888,Federal,Federal,Shore Protection,"5,500","800,000","7,800,000",0.994,"7,847,082",http://www.oibgov.com/ckfinder/userfiles/files/OIB%2030%20Year%20Beach%20Mgt%20Plan%20adopted%20April%2014%202015%281%29.pdf,,,
Ocean Isle Beach,NC,2017,33.897454,-78.393888,Federal,Federal,Navigation,"1,600","35,000",0,1.000,0,https://oceanisle.municipalcms.com/newsview.aspx?nid=5987&actionid=saved,,,
Ocean Parkway,NY,2013,40.603303,-73.460778,Federal,Federal,Emergency,0,"800,000","32,200,000",0.978,"32,924,335",https://www.governor.ny.gov/press/03152013-ocean-parkway-reconstruction,,,
"Oceanside City Beach, San Diego County",CA,1990,33.195173,-117.385526,Unknown,Unknown,Navigation,0,"500,000",0,0.571,0,post-march disposal allowed due to lack of beach at site; final CCC recommendation unclear in light of objections to 6-year time period,,,
"Oceanside City Beach, San Diego County",CA,1995,33.195173,-117.385526,Federal,Federal,Navigation,0,"400,000",0,0.641,0,,,,
"Oceanside City Beach, San Diego County",CA,1997,33.195173,-117.385526,Federal,Federal,Navigation,0,"500,000",0,0.676,0,,,,
"Oceanside City Beach, San Diego County",CA,1998,33.195173,-117.385526,Federal,Federal,Navigation,0,"102,000",0,0.685,0,,,,
"Oceanside City Beach, San Diego County",CA,2001,33.195173,-117.385526,Federal,Federal,Shore Protection,"4,400","421,000",0,0.746,0,http://www.sandag.org/uploads/publicationid/publicationid_920_2338.pdf,,,
Ocracoke Island,NC,1992,35.177176,-75.782661,Federal,Federal,Navigation,"1,000","100,000","653,748",0.588,"1,111,816",,,,
Ocracoke Island,NC,1995,35.177176,-75.782661,Federal,Federal,Navigation,0,"44,305","145,135",0.641,"226,420",,,,
Okaloosa County: Eglin AFB,FL,2010,30.390179,-86.553652,Federal,Federal,Shore Protection,"10,500","995,000",0,0.916,,,,,
Orchard Beach,NY,2011,40.86626,-73.793174,Federal,Federal,Shore Protection,"5,280","268,000","6,000,000",0.964,"6,224,066",http://www.gldd.com/OurProjects.aspx?type=2,,,
Packery Channel,TX,2005,27.619541,-97.200422,Federal,Federal,Unknown,0,"600,000","550,000",0.820,"670,732",,,,
Palm Beach County: Boca Raton Central,FL,2004,26.355959,-80.069025,State,State,Unknown,"7,920","747,000",0,0.793,0,,,,
Palm Beach County: Boca Raton Central,FL,2006,26.355959,-80.069025,Local,Local,Shore Protection,"7,920","340,000","121,500",0.847,"143,447",https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Palm Beach County: Boca Raton North,FL,1998,26.359727,-80.068703,Federal,Federal,Unknown,"7,656","680,000","2,750,000",0.685,"4,014,599",,,,
Palm Beach County: Boca Raton North,FL,2006,26.359727,-80.068703,Federal,Federal,Unknown,0,0,"303,300",0.847,"358,087",,,,
Palm Beach County: Boca Raton North,FL,2010,26.359727,-80.068703,Federal,Federal,Shore Protection,"4,224","782,200",0,0.916,0,https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Palm Beach County: Boca Raton North,FL,2014,26.359727,-80.068703,Federal,Federal,Emergency,"7,920","561,611",0,0.994,0,https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Palm Beach County: Boca Raton South,FL,1996,26.354421,-80.069046,State,State,Unknown,"4,170","252,000","1,260,000",0.658,"1,914,894",,,,
Palm Beach County: Boca Raton South,FL,2006,26.354421,-80.069046,State,State,Unknown,0,0,"586,700",0.847,"692,680",,,,
Palm Beach County: Boca Raton South,FL,2010,26.354421,-80.069046,Local,Local,Shore Protection,"5,280","183,800","586,700",0.916,"640,502",https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Palm Beach County: Boca Raton South,FL,2013,26.354421,-80.069046,Local,Local,Shore Protection,"5,280","168,900","586,700",0.978,"599,898",https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Palm Beach County: Boca Raton South,FL,2002,26.354623,-80.069153,State,State,Unknown,"5,808","300,000","791,257",0.758,"1,043,875",,,,
Palm Beach County: Delray Beach,FL,1992,26.462092,-80.057373,Federal,Federal,Shore Protection,"8,976","1,196,500","4,862,000",0.588,"8,268,707",,,,
Palm Beach County: Delray Beach,FL,1996,26.462092,-80.057373,Federal,Federal,Shore Protection,"14,260","1,020,000","5,100,000",0.658,"7,750,760",,,,
Palm Beach County: Delray Beach,FL,2002,26.462092,-80.057373,State,State,Unknown,"8,976","1,150,000","3,882,210",0.758,"5,121,649",,,,
Palm Beach County: Delray Beach,FL,2005,26.462092,-80.057373,Federal,Federal,Emergency,0,0,"4,000,000",0.820,"4,878,049",,,,
Palm Beach County: Juno Beach,FL,1996,26.879895,-80.052459,Federal,Federal,Navigation,"30,096","135,000","1,455,000",0.658,"2,211,246",,,,
Palm Beach County: Juno Beach,FL,2001,26.879895,-80.052459,State,State,Unknown,"12,672","1,000,000","11,100,000",0.746,"14,879,357",,,,
Palm Beach County: Juno Beach,FL,2006,26.879895,-80.052459,State,State,Unknown,0,0,"125,000",0.847,"147,580",,,,
Palm Beach County: Juno Beach,FL,2010,26.879895,-80.052459,State,State,Unknown,"12,672","926,000","10,534,028",0.916,"11,500,031",https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Palm Beach County: Lake Worth Inlet (South Beach),FL,1990,26.61416,-80.036538,Federal,Federal,Navigation,0,"75,351","319,284",0.571,"559,166",,,,
Palm Beach County: Lake Worth Inlet (South Beach),FL,1991,26.61416,-80.036538,Federal,Federal,Navigation,0,"87,335","379,717",0.571,"665,004",,,,
Palm Beach County: Lake Worth Inlet (South Beach),FL,1994,26.61416,-80.036538,Federal,Federal,Navigation,0,"178,000","839,623",0.621,"1,352,050",,,,
Palm Beach County: Lake Worth Inlet (South Beach),FL,1998,26.61416,-80.036538,Federal,Federal,Navigation,0,"900,000",0,0.685,0,,,,
Palm Beach County: Mid-town Beach ,FL,1995,26.701491,-80.032847,Local,Local,Unknown,"5,400","800,000","3,200,000",0.641,"4,992,200",,,,
Palm Beach County: Mid-town Beach ,FL,2003,26.714468,-80.033062,Unknown,Unknown,Unknown,"13,200","1,400,000",0,0.775,0,,,,
Palm Beach County: Mid-town Beach ,FL,2006,26.714468,-80.033062,Local,Local,Unknown,0,0,"300,000",0.847,"354,191",,,,
Palm Beach County: Ocean Ridge,FL,1998,26.527031,-80.047288,Federal,Federal,Unknown,"8,448","939,886","3,169,000",0.685,"4,626,277",,,,
Palm Beach County: Ocean Ridge,FL,2006,26.527031,-80.047288,Federal,Federal,Emergency,"5,808","558,000","4,800,000",0.847,"5,667,060",https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Palm Beach County: Ocean Ridge,FL,2014,26.527031,-80.047288,Federal,Federal,Emergency,"5,808","503,690","10,838,850",0.994,"10,904,276",http://www.oceanridgeflorida.com/News/OceanRidge_Renourish.pdf,,,
Palm Beach County: Palm Beach,FL,1992,26.705425,-80.032884,Federal,Federal,Unknown,"10,296","1,200,000","3,993,528",0.588,"6,791,714",,,,
Palm Beach County: Palm Beach,FL,1994,26.705425,-80.032884,Federal,Federal,Unknown,"5,400","800,000","2,274,400",0.621,"3,662,480",,,,
Palm Beach County: Palm Beach,FL,1995,26.705425,-80.032884,Unknown,Unknown,Unknown,"5,030","880,000",0,0.641,0,,,,
Palm Beach County: Palm Beach,FL,2003,26.705425,-80.032884,State,State,Unknown,"13,200","1,200,000","4,400,000",0.775,"5,677,419",,,,
Palm Beach County: Palm Beach,FL,2006,26.705425,-80.032884,Federal,Federal,Emergency,"11,000","918,320",0,0.847,0,https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Palm Beach County: Palm Beach,FL,2011,26.705425,-80.032884,Federal,Federal,Emergency,"5,280","52,000",0,0.964,0,https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Palm Beach County: Palm Beach,FL,2015,26.705425,-80.032884,Local,Local,Shore Protection,"11,616","966,587",0,0.995,0,https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Palm Beach County: Phipps Beach,FL,2006,26.638655,-80.037289,State,State,Shore Protection,"7,392","1,100,000",0,0.847,0,https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Palm Beach County: Phipps Beach,FL,2011,26.638655,-80.037289,Federal,Federal,Emergency,0,"56,000",0,0.964,0,https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Palm Beach County: Phipps Beach,FL,2015,26.638655,-80.037289,Local,Local,Shore Protection,0,"68,832",0,0.995,0,https://www.dep.state.fl.us/beaches/publications/pdf/SBMP/SoutheastAtlanticCoastRegionSBMP.pdf,,,
Pascagoula,MS,2010,30.343241,-88.544075,Federal,Federal,Emergency,"7,700","290,000","12,000,000",0.916,"13,100,437",,,,
Pass Chaland to Grand Bayou Pass (BA-35),LA,2009,29.299363,-89.701819,Federal,Federal,Ecosystem Restoration,"14,256","2,000,000","40,700,000",0.901,"45,172,031",http://lacoast.gov/reports/project/4052846~1.pdf,,,
Pawley's Island,SC,1999,33.432811,-79.119024,State,State,Unknown,"13,200","270,000","1,300,000",0.699,"1,859,800",http://www.scdhec.gov/environment/ocrm/docs/BFMP/Approved/PI/Pawleys_Approved_LCBMP%282012%29.pdf,,,
Pawley's Island,SC,2004,33.432811,-79.119024,Local,Local,Unknown,"3,000","29,160",0,0.793,0,http://www.scdhec.gov/environment/ocrm/docs/BFMP/Approved/PI/Pawleys_Approved_LCBMP%282012%29.pdf,,,
Pawley's Island,SC,2007,33.432811,-79.119024,Local,Local,Emergency,"3,000","40,000","426,912",0.871,"490,140",,,,
Pea Island,NC,1990,35.727144,-75.496674,Federal,Federal,Navigation,"2,000","254,955",0,0.571,0,,,,
Pea Island,NC,1991,35.727144,-75.496674,Federal,Federal,Navigation,"2,500","282,600",0,0.571,0,,,,
Pea Island,NC,1992,35.727144,-75.496674,Federal,Federal,Navigation,"5,400","1,078,000",0,0.588,0,,,,
Pea Island,NC,1992,35.727144,-75.496674,Federal,Federal,Navigation,"4,000","184,300",0,0.588,0,,,,
Pea Island,NC,1993,35.727144,-75.496674,Federal,Federal,Navigation,"2,500","433,235",0,0.606,0,,,,
Pea Island,NC,1995,35.727144,-75.496674,Federal,Federal,Navigation,"2,000","203,191","1,294,327",0.641,"2,019,231",,,,
Pea Island,NC,1996,35.727144,-75.496674,Federal,Federal,Navigation,0,"500,217",0,0.658,0,,,,
Pea Island,NC,1997,35.727144,-75.496674,Federal,Federal,Navigation,0,"294,000","1,159,642",0.676,"1,715,447",,,,
Pea Island,NC,1998,35.727144,-75.496674,Federal,Federal,Navigation,0,"260,183","637,448",0.685,"930,581",,,,
Pea Island,NC,1999,35.727144,-75.496674,Federal,Federal,Navigation,0,"328,919","545,515",0.699,"780,422",,,,
Pea Island,NC,2000,35.727144,-75.496674,Federal,Federal,Navigation,0,"419,305","1,228,564",0.725,"1,694,571",,,,
Pea Island,NC,2001,35.727144,-75.496674,Federal,Federal,Navigation,0,"513,706","2,568,530",0.746,"3,443,070",,,,
Pea Island,NC,2002,35.727144,-75.496674,Federal,Federal,Navigation,0,"732,852","2,822,329",0.758,"3,723,389",,,,
Pea Island,NC,2003,35.727144,-75.496674,Federal,Federal,Navigation,0,"1,029,543","3,860,786",0.775,"4,981,659",,,,
Pea Island,NC,2004,35.727144,-75.496674,Federal,Federal,Navigation,0,"616,448","2,510,229",0.793,"3,165,484",,,,
Pea Island,NC,2013,35.727144,-75.496674,Federal,Federal,Emergency,0,"616,448","7,000,000",0.978,"7,157,464",,,,
Pea Island/Rodanthe,NC,2014,35.6136277,-75.4662466,Federal,Federal,Emergency,"11,250","1,620,000","20,300,000",0.994,"20,422,535",https://apps.ncdot.gov/newsreleases/details.aspx?r=10315,,,
Pelican Island (BA-38),LA,2012,29.250834,-89.586482,Federal,Federal,Ecosystem Restoration,"12,672","2,600,500","52,800,000",0.964,"54,771,784",https://cims.coastal.louisiana.gov/DocLibrary/FileDownload.aspx?Root=0&id=12036,,,
Perdido Key,AL,2002,30.272114,-87.560306,Federal,Federal,Navigation,0,"300,000",0,0.758,0,,,,
Pickering Beach,DE,1990,39.137284,-75.409094,Unknown,Unknown,Unknown,0,"55,400",0,0.571,0,,,,
Pickering Beach,DE,2002,39.137284,-75.409094,State,State,Unknown,"2,400","37,500",0,0.758,0,,,,
Pine Knoll Shores,NC,2002,34.693921,-76.818552,Local,Local,Shore Protection,"90,000","1,276,586","10,710,000",0.758,"14,129,288",http://www.carteretcountync.gov/DocumentCenter/View/2802,,,
Pine Knoll Shores,NC,2007,34.693921,-76.818552,Federal,Federal,Shore Protection,"21,120","770,465","10,326,000",0.871,"11,855,339",http://www.carteretcountync.gov/DocumentCenter/View/2815,,,
Pine Knoll Shores,NC,2008,34.693921,-76.818552,Federal,Federal,Emergency,"13,615","148,393","3,311,582",0.904,"3,663,255",http://www.carteretcountync.gov/DocumentCenter/View/2816,,,
Pine Knoll Shores,NC,2013,34.693921,-76.818552,Federal,Federal,Emergency,"12,905","315,221","4,884,062",0.978,"4,993,928",http://www.carteretcountync.gov/DocumentCenter/View/2822,,,
Pinellas County: Belleair Beach,FL,1993,27.923516,-82.844338,State,State,Unknown,0,"82,300","358,647",0.606,"591,827",,,,
Pinellas County: Honeymoon Island,FL,2000,28.069633,-82.835004,State,State,Navigation,"2,000","12,500",0,0.725,0,http://www.pinellascounty.org/environment/coastalMngmt/pdfs/Pinellas_County_CMP_Sum_Document.pdf,,,
Pinellas County: Honeymoon Island,FL,2008,28.069633,-82.835004,State,State,Shore Protection,"2,600","140,000","2,000,000",0.904,"2,212,389",https://www.pinellascounty.org/bcc_work/2011_08_30/02.pdf,,,
Pinellas County: Honeymoon Island,FL,2013,28.069633,-82.835004,State,State,Shore Protection,"1,750","150,000","2,380,000",0.978,"2,433,538",http://www.dep.state.fl.us/beaches/programs/pdf/lgfr_2012-13.pdf,,,
Pinellas County: Long Key/Pass-A-Grille,FL,1991,27.692449,-82.737851,Federal,Federal,Shore Protection,"5,280","100,000",0,0.571,0,http://www.pinellascounty.org/environment/coastalMngmt/pdfs/TreasureIsland-LongKey-St-Pete-Beach_2014.pdf,,,
Pinellas County: Long Key/Pass-A-Grille,FL,2004,27.692449,-82.737851,Federal,Federal,Shore Protection,"5,280","95,000",0,0.793,0,http://www.pinellascounty.org/environment/coastalMngmt/pdfs/TreasureIsland-LongKey-St-Pete-Beach_2014.pdf,,,
Pinellas County: Long Key/Pass-A-Grille,FL,2014,27.692449,-82.737851,Federal,Federal,Emergency,"5,280","140,053","2,003,566",0.994,"2,015,659",http://www.pinellascounty.org/environment/coastalMngmt/pdfs/TreasureIsland-LongKey-St-Pete-Beach_2014.pdf,,,
Pinellas County: Long Key/Upham Beach,FL,1991,27.736415,-82.753655,Federal,Federal,Shore Protection,"2,112","230,000","2,200,000",0.571,"3,852,890",http://www.pinellascounty.org/environment/coastalMngmt/pdfs/History-Shore-Protection-Project.pdf,,,
Pinellas County: Long Key/Upham Beach,FL,1996,27.736415,-82.753655,Federal,Federal,Shore Protection,"2,112","253,000",0,0.658,0,http://www.pinellascounty.org/environment/coastalMngmt/pdfs/History-Shore-Protection-Project.pdf,,,
Pinellas County: Long Key/Upham Beach,FL,2000,27.736415,-82.753655,Federal,Federal,Shore Protection,"2,112","281,000",0,0.725,0,http://www.pinellascounty.org/environment/coastalMngmt/pdfs/History-Shore-Protection-Project.pdf,,,
Pinellas County: Long Key/Upham Beach,FL,2004,27.736415,-82.753655,Federal,Federal,Shore Protection,"3,696","408,000",0,0.793,0,http://www.pinellascounty.org/environment/coastalMngmt/pdfs/History-Shore-Protection-Project.pdf,,,
